product code,quantity,estimated delivery date,lodgement date,contract number,salesman number
M421X86,460,2004-10-31,2004-11-13,CSE0000046,12212027
P9L0284,80,2004-11-14,2004-12-08,CSE0000046,12210929
EU82057,920,2004-12-13,2004-11-15,CSE0000046,12011018
C634K72,30,2004-12-06,2004-10-29,CSE0000046,11710004
H18Z450,970,2004-11-07,2004-11-28,CSE0000046,11912925
N74Y235,100,2004-12-23,2004-11-02,CSE0000046,12211522
S0912X5,310,2004-11-09,2004-11-08,CSE0000046,12211014
N74Y235,580,2004-11-13,2004-12-26,CSE0000046,12112211
S15H647,390,2004-11-15,2004-11-05,CSE0000046,12110722
L85R920,840,2004-11-12,2004-11-16,CSE0000046,12111323
A4A8763,990,2004-12-02,2004-11-20,CSE0000046,11712222
D1G4290,10,2004-11-06,2004-11-22,CSE0000046,12211508
P7604Q5,540,2004-11-30,2004-12-05,CSE0000046,11512202
L29837Y,440,2004-11-08,2004-11-02,CSE0000046,11812708
K62879Z,370,2004-10-29,2004-11-11,CSE0000046,12211220
CC50327,120,2004-12-09,2004-11-28,CSE0000046,11611721
T0X9417,500,2004-11-15,2004-11-23,CSE0000046,11910129
S7Z8134,340,2004-12-24,2004-11-07,CSE0000046,11911120
D68950Z,530,2004-12-16,2004-11-30,CSE0000046,11710110
P09Y825,200,2004-12-26,2004-11-06,CSE0000046,11211323
W49310P,150,2004-11-01,2004-12-17,CSE0000046,12211603
B189A57,50,2004-11-11,2004-11-04,CSE0000046,11710110
S6I1543,160,2007-05-13,2007-05-14,CSE0000047,11412900
B239N58,100,2007-05-29,2007-05-15,CSE0000047,11212724
EE05684,230,2007-05-23,2007-06-01,CSE0000047,11911604
C3752Y9,180,2007-05-19,2007-04-26,CSE0000047,11211501
I8206B5,490,2007-04-20,2007-04-23,CSE0000047,11611819
MG73026,500,2007-04-04,2007-06-02,CSE0000047,12211614
G21467A,280,2007-05-18,2007-05-17,CSE0000047,11212724
W49310P,1000,2007-05-14,2007-04-18,CSE0000047,11511213
S93N807,260,2007-05-24,2007-05-23,CSE0000047,11111605
SR61908,800,2007-04-06,2007-05-01,CSE0000047,11211217
G8573U9,550,2000-01-29,2000-02-27,CSE0000048,11612800
D1G4290,800,2000-02-28,2000-03-22,CSE0000048,12110614
C96H382,130,2000-03-04,2000-02-18,CSE0000048,11812407
OP18549,810,2000-03-02,2000-03-19,CSE0000048,12112505
FG91426,470,2000-02-07,2000-02-02,CSE0000048,12112001
C367T20,270,2000-03-05,2000-01-26,CSE0000048,11112822
R796N84,990,2000-03-19,2000-03-22,CSE0000048,11611019
NY39107,900,2000-03-03,2000-02-26,CSE0000048,11611019
IQ87164,220,2000-01-30,2000-02-27,CSE0000048,11410502
LR91308,860,2000-01-28,2000-03-24,CSE0000048,12212915
LR91308,280,2000-02-08,2000-02-26,CSE0000048,11510427
L0528N6,770,2000-03-24,2000-03-07,CSE0000048,11612521
JS30927,590,2000-02-16,2000-03-05,CSE0000048,11612800
R6K1395,780,2000-02-08,2000-03-22,CSE0000048,11412713
C634K72,320,2000-03-24,2000-02-21,CSE0000048,11210120
L8930C4,790,2000-02-09,2000-03-20,CSE0000048,11311405
H089L35,670,2000-03-25,2000-03-14,CSE0000048,12110614
W9718W3,210,2000-03-16,2000-02-04,CSE0000048,12110614
I36Z941,270,2000-02-07,2000-02-22,CSE0000048,11710128
I357B21,270,2017-12-31,2018-01-30,CSE0000049,11510105
CS90168,120,2018-01-07,2018-01-10,CSE0000049,11210204
I79Y023,710,2019-08-31,2019-10-12,CSE0000050,11710128
V5W8496,970,2019-09-12,2019-09-23,CSE0000050,11911323
S03485W,30,2019-09-09,2019-09-12,CSE0000050,11212524
F6L2495,100,2019-09-29,2019-09-16,CSE0000050,11610600
DD18704,330,2019-10-15,2019-09-15,CSE0000050,11412311
M421X86,950,2019-09-22,2019-08-30,CSE0000050,12010313
SR61908,790,2019-10-15,2019-09-28,CSE0000050,11612521
I8206B5,580,2019-09-11,2019-09-05,CSE0000050,11710818
M9J6453,670,2019-09-30,2019-09-25,CSE0000050,11110319
M9J6453,590,2019-09-13,2019-09-24,CSE0000050,11212711
BP82450,650,2019-10-05,2019-10-07,CSE0000050,11312922
W49310P,60,2019-10-10,2019-10-17,CSE0000050,11311921
E8T2037,290,2019-09-19,2019-10-21,CSE0000050,12212915
W318D96,300,2017-12-31,2018-02-01,CSE0000051,11211217
PY35974,90,2002-07-10,2002-06-18,CSE0000052,11811417
T1239W5,220,2002-05-18,2002-06-24,CSE0000052,11612521
E895N12,420,2002-06-03,2002-07-01,CSE0000052,12110325
R243J08,780,2002-06-18,2002-06-19,CSE0000052,11310305
WC49732,910,2002-05-23,2002-06-14,CSE0000052,11310009
W05C734,430,2002-06-12,2002-05-14,CSE0000052,11911604
M85D039,560,2002-07-03,2002-06-27,CSE0000052,12211614
V968Q15,40,2002-05-20,2002-07-01,CSE0000052,12210529
L29837Y,140,2002-06-16,2002-06-20,CSE0000052,11911204
M40V792,840,2002-06-23,2002-07-09,CSE0000052,12010120
D51962U,340,2002-07-01,2002-06-22,CSE0000052,11311921
C2F0671,350,2002-06-11,2002-07-02,CSE0000052,11312003
M421X86,140,2002-06-06,2002-06-23,CSE0000052,11311921
K7458M2,800,2002-05-19,2002-07-05,CSE0000052,11412715
F1L0847,970,2002-06-23,2002-05-28,CSE0000052,11512928
T9T8140,180,2002-06-05,2002-06-07,CSE0000052,12011702
H18Z450,190,2002-06-15,2002-06-27,CSE0000052,11212724
CN93120,450,2002-05-28,2002-05-16,CSE0000052,11710304
E9G8372,970,2001-04-15,2001-04-03,CSE0000053,12011920
K62879Z,110,2001-03-23,2001-03-19,CSE0000053,11212510
V56301I,340,2007-10-17,2007-12-02,CSE0000054,11111217
SB01298,240,2007-10-09,2007-12-01,CSE0000054,11611702
F8E7125,850,2007-11-09,2007-11-14,CSE0000054,11310703
E6N2308,240,2020-12-17,2020-12-28,CSE0000055,11210120
P7604Q5,830,2020-12-26,2020-11-19,CSE0000055,11911112
L8N0649,920,2020-11-18,2020-12-24,CSE0000055,11812407
S7843Q5,370,2020-11-04,2020-11-27,CSE0000055,11412715
P6O1843,750,2020-12-31,2021-01-02,CSE0000055,11911804
D265U39,390,2020-12-11,2020-12-12,CSE0000055,11611019
F8E7125,790,2008-01-16,2008-01-10,CSE0000056,12212618
T1749L0,810,2008-02-07,2008-02-22,CSE0000056,11711701
B239N58,130,2008-01-26,2008-03-08,CSE0000056,11311902
G427L06,300,2008-01-15,2008-02-19,CSE0000056,12112210
C2056I7,730,2008-01-21,2008-03-08,CSE0000056,11112206
C634K72,260,2008-01-11,2008-02-11,CSE0000056,12112300
L85R920,310,2013-07-29,2013-08-15,CSE0000057,11310305
BE04182,480,2013-09-05,2013-08-04,CSE0000057,11310009
T95761U,300,2013-08-18,2013-08-09,CSE0000057,12111219
EZ12538,520,2013-09-14,2013-09-12,CSE0000057,12011702
L5T1069,920,2013-07-28,2013-08-29,CSE0000057,11611227
R796N84,400,2013-09-16,2013-09-17,CSE0000057,11810722
M85D039,880,2013-09-06,2013-09-14,CSE0000057,12111926
C58G293,1000,2013-08-17,2013-09-04,CSE0000057,11411929
MR92570,810,2013-07-22,2013-08-31,CSE0000057,11911323
P9L0284,720,2013-09-04,2013-08-15,CSE0000057,11910015
SW03642,630,2013-08-19,2013-08-21,CSE0000057,12110515
T0829X7,60,2013-07-22,2013-09-01,CSE0000057,11811417
ME59832,70,2013-08-02,2013-08-12,CSE0000057,11210906
A392R56,560,2013-08-03,2013-08-17,CSE0000057,11210906
L903I17,800,2013-09-01,2013-08-09,CSE0000057,11611019
T9T8140,640,2013-09-07,2013-09-10,CSE0000057,11211620
DR28405,670,2013-09-02,2013-09-13,CSE0000057,11112416
A35J746,970,2013-07-20,2013-08-15,CSE0000057,12110325
B189A57,900,2013-07-25,2013-07-27,CSE0000057,11511312
C7826A5,850,2009-08-10,2009-08-17,CSE0000058,11110321
DB83217,590,2009-08-02,2009-07-31,CSE0000058,12112400
E895N12,840,2009-08-25,2009-08-11,CSE0000058,11812728
C58G293,870,2009-08-05,2009-07-25,CSE0000058,12110325
A58192Z,220,2009-07-08,2009-08-16,CSE0000058,12012309
M9J6453,760,2009-08-07,2009-07-13,CSE0000058,11712125
T1749L0,330,2012-10-12,2012-09-22,CSE0000059,11411820
C8739R1,400,2012-10-09,2012-09-17,CSE0000059,11610326
D51962U,590,2012-10-30,2012-10-14,CSE0000059,11611103
D51962U,650,2012-10-09,2012-11-02,CSE0000059,11112918
AE80564,720,2012-10-24,2012-09-23,CSE0000059,12112727
TT21465,430,2012-11-10,2012-09-30,CSE0000059,12111307
R796N84,90,2012-10-31,2012-11-13,CSE0000059,12212407
L7P4035,40,2012-10-29,2012-10-03,CSE0000059,11410203
S0912X5,240,2012-10-18,2012-09-29,CSE0000059,11512408
R81O564,690,2012-10-21,2012-10-20,CSE0000059,11411820
S0912X5,1000,2012-09-28,2012-10-27,CSE0000059,12111307
H7143H9,660,2016-02-10,2016-02-28,CSE0000060,12012220
A4A8763,180,2016-03-16,2016-03-01,CSE0000060,12211913
SW03642,370,2016-02-09,2016-03-21,CSE0000060,12011919
R04W892,330,2016-02-24,2016-03-05,CSE0000060,12010421
D230D47,790,2016-02-18,2016-02-02,CSE0000060,11411820
D265U39,420,2001-01-27,2001-01-19,CSE0000061,11612800
R5F0782,460,2001-02-08,2001-01-04,CSE0000061,12011920
P4052D1,350,2000-12-20,2001-02-09,CSE0000061,11812007
B306F21,110,2001-01-30,2001-02-01,CSE0000061,11211620
D56294N,340,2000-06-01,2000-06-06,CSE0000062,11611511
G071O86,830,2000-04-30,2000-05-01,CSE0000062,12011019
D1G4290,440,2000-04-28,2000-05-03,CSE0000062,11810021
C48967S,70,2000-06-06,2000-05-25,CSE0000062,11610329
S8465W1,650,2000-06-06,2000-06-02,CSE0000062,11610022
IZ80719,900,2000-05-24,2000-05-30,CSE0000062,11311700
P7604Q5,370,2000-05-05,2000-05-10,CSE0000062,11611627
D7903R1,900,2000-05-02,2000-06-05,CSE0000062,11210413
T0829X7,230,2000-06-07,2000-05-10,CSE0000062,11811307
L891S65,320,2000-06-13,2000-06-04,CSE0000062,11311229
S93N807,350,2000-05-21,2000-06-19,CSE0000062,11410203
W49310P,450,2000-06-20,2000-06-07,CSE0000062,11211017
T35X601,470,2000-06-14,2000-06-25,CSE0000062,12111828
S0912X5,410,2000-05-13,2000-05-12,CSE0000062,12010703
E4280M5,410,2011-07-12,2011-07-01,CSE0000063,11212724
C37A594,330,2019-07-07,2019-06-23,CSE0000064,11310009
PY35974,1000,2019-07-05,2019-07-01,CSE0000064,11811417
L7B6430,420,2019-07-02,2019-06-23,CSE0000064,11112015
I436H05,640,2019-07-23,2019-06-27,CSE0000064,11310305
T540P67,300,2019-06-28,2019-07-13,CSE0000064,11611819
C98142A,280,2013-01-11,2012-11-24,CSE0000065,11312922
E738Y40,450,2012-12-28,2012-12-03,CSE0000065,12011702
B189A57,160,2012-12-12,2012-12-28,CSE0000065,11212510
P6O1843,780,2012-12-30,2012-12-28,CSE0000065,11210906
F9N8470,950,2012-11-30,2012-12-26,CSE0000065,11710304
SK73928,1000,2012-12-28,2013-01-02,CSE0000065,12012922
M62870K,60,2013-01-19,2012-12-15,CSE0000065,11812407
W920W86,330,2013-01-10,2013-01-02,CSE0000065,11211620
F6L2495,60,2012-12-30,2012-12-30,CSE0000065,11911204
NY39107,450,2012-12-26,2012-11-29,CSE0000065,12112505
M85D039,940,2012-12-09,2012-12-15,CSE0000065,12112400
C95F078,160,2012-12-30,2012-12-09,CSE0000065,11211620
R6K1395,130,2012-12-29,2012-12-11,CSE0000065,11412713
M859T76,640,2012-12-28,2013-01-17,CSE0000065,11310914
H18Z450,450,2012-11-29,2013-01-05,CSE0000065,11111510
T1R9247,550,2012-12-11,2012-12-08,CSE0000065,11410820
S0912X5,30,2012-12-14,2013-01-17,CSE0000065,12210703
T67P542,210,2012-12-27,2013-01-05,CSE0000065,11812521
M79W815,840,2012-12-15,2013-01-14,CSE0000065,12110614
D265U39,700,2013-01-04,2012-12-09,CSE0000065,12110515
L85R920,30,2012-11-30,2012-12-23,CSE0000065,11312426
A58192Z,190,2013-01-16,2012-12-29,CSE0000065,11312003
U198C32,570,2013-01-20,2012-11-30,CSE0000065,11211620
V5W8496,60,2012-12-21,2012-12-26,CSE0000065,12110203
D8150P6,660,2013-01-18,2013-01-03,CSE0000065,11312003
W05C734,160,2013-01-15,2013-01-07,CSE0000065,12011920
M6328D7,470,2013-01-03,2012-12-31,CSE0000065,11112416
M6328D7,440,2013-01-17,2012-12-31,CSE0000065,11112908
AE80564,980,2012-12-25,2012-11-22,CSE0000065,11112908
A392R56,340,2012-12-14,2013-01-14,CSE0000065,12111926
M4Y8765,930,2013-01-21,2013-01-13,CSE0000065,11510816
FC40169,330,2013-01-07,2012-12-29,CSE0000065,11112003
O032T69,520,2012-12-27,2013-01-13,CSE0000065,11611227
I36Z941,300,2012-11-25,2013-01-18,CSE0000065,11412713
V0W6342,120,2013-12-12,2014-01-04,CSE0000066,11310914
PY35974,920,2013-12-09,2013-12-23,CSE0000066,11212200
P1275R8,1000,2014-01-06,2014-01-25,CSE0000066,11112416
F9135R4,920,2013-12-17,2013-12-14,CSE0000066,12210703
C367T20,430,2013-12-04,2013-12-19,CSE0000066,11112003
A08264O,380,2013-12-17,2014-01-17,CSE0000066,11911204
V56301I,930,2013-12-04,2013-12-30,CSE0000066,11911804
NY39107,150,2014-01-21,2013-12-11,CSE0000066,11212524
N89L425,520,2013-12-02,2013-12-26,CSE0000066,11211620
M85D039,180,2013-12-28,2013-12-27,CSE0000066,11111115
M320L69,930,2014-01-16,2014-01-07,CSE0000066,12111219
HI14706,30,2013-12-06,2013-12-25,CSE0000066,11111510
C02614Q,900,2014-01-15,2014-01-06,CSE0000066,11311712
D230D47,200,2014-01-03,2014-01-10,CSE0000066,11711514
H089L35,440,2013-12-16,2013-12-29,CSE0000066,11410703
A273M51,500,2014-01-22,2013-12-29,CSE0000066,11611508
D0W8356,510,2013-12-24,2013-12-02,CSE0000066,11812007
T67P542,750,2013-12-15,2013-12-22,CSE0000066,12210428
E895N12,90,2013-12-16,2014-01-22,CSE0000066,11612521
G071O86,540,2013-12-21,2013-12-02,CSE0000066,11612800
H64578X,30,2014-01-14,2013-12-29,CSE0000066,11412900
CO19853,110,2014-01-11,2013-12-10,CSE0000066,11412715
FK39705,810,2014-01-03,2013-12-28,CSE0000066,11111115
W05C734,620,2014-01-15,2013-12-20,CSE0000066,11412623
EE05684,410,2013-12-16,2013-12-01,CSE0000066,11211414
W318D96,150,2013-11-30,2014-01-24,CSE0000066,11411019
I41V392,660,2013-12-11,2014-01-18,CSE0000066,11111510
MR92570,400,2013-12-01,2013-12-28,CSE0000066,11410502
F1L0847,120,2013-12-31,2013-12-03,CSE0000066,11411901
A37260X,990,2013-12-31,2013-12-30,CSE0000066,11511213
L0528N6,670,2014-01-17,2013-12-03,CSE0000066,11710200
P09Y825,870,2014-01-04,2014-01-11,CSE0000066,11412900
S1490W6,580,2014-01-05,2014-01-07,CSE0000066,11110321
PY35974,940,2014-01-03,2013-11-28,CSE0000066,11411019
DB83217,630,2020-02-24,2020-01-15,CSE0000067,12212407
T67P542,250,2020-02-29,2020-02-21,CSE0000067,11711603
D265U39,870,2020-02-08,2020-02-26,CSE0000067,12111906
MM72065,610,2020-01-25,2020-02-27,CSE0000067,12211913
A58192Z,420,2020-01-31,2020-01-24,CSE0000067,11812801
C48967S,810,2020-02-16,2020-02-13,CSE0000067,11611103
F6L2495,310,2020-02-15,2020-02-22,CSE0000067,11512016
GC81302,340,2020-02-19,2020-02-13,CSE0000067,11810706
I1M6430,690,2020-02-08,2020-02-17,CSE0000067,11812802
S93N807,340,2020-03-06,2020-02-12,CSE0000067,11810625
C2B7139,160,2020-02-23,2020-02-24,CSE0000067,11510416
O032T69,320,2020-01-18,2020-02-20,CSE0000067,11310324
P09Y825,200,2020-02-05,2020-02-29,CSE0000067,12011219
W49310P,1000,2020-02-06,2020-01-25,CSE0000067,11711701
H18Z450,880,2020-01-31,2020-02-14,CSE0000067,12112727
E8T2037,1000,2020-01-21,2020-03-05,CSE0000067,11610329
M2348K0,500,2020-09-02,2020-07-27,CSE0000068,11910210
C6C1543,970,2020-07-19,2020-08-02,CSE0000068,12111324
EZ12538,610,2015-09-22,2015-10-05,CSE0000069,11211017
T0829X7,890,2015-09-09,2015-09-21,CSE0000069,11711701
D7903R1,930,2015-10-12,2015-09-19,CSE0000069,11610803
S0912X5,100,2022-01-12,2022-02-02,CSE0000070,11812006
N74Y235,40,2022-02-26,2022-02-21,CSE0000070,12010605
F76983D,660,2022-02-12,2022-01-09,CSE0000070,12011019
A59027Z,270,2022-01-29,2022-01-25,CSE0000070,11711710
G053V91,670,2022-02-09,2022-01-30,CSE0000070,11311700
W1473B8,150,2022-02-21,2022-01-26,CSE0000070,11810625
M108M47,540,2022-01-18,2022-03-01,CSE0000070,12110020
T9T8140,980,2022-02-14,2022-02-10,CSE0000070,12212006
E7R6098,440,2022-02-02,2022-01-27,CSE0000070,12011219
A273M51,170,2022-01-19,2022-01-16,CSE0000070,11312304
TU23769,900,2015-03-26,2015-03-22,CSE0000071,11210010
A4A8763,530,2015-04-02,2015-03-20,CSE0000071,12112210
T0X9417,940,2015-03-31,2015-03-11,CSE0000071,11312521
O9F4205,730,2015-03-04,2015-04-17,CSE0000071,11812821
FJ71643,170,2015-04-27,2015-04-21,CSE0000071,12111307
HW53167,510,2015-04-24,2015-03-09,CSE0000071,11410826
D0W8356,760,2014-02-21,2014-02-15,CSE0000072,12110421
E6N2308,30,2014-02-04,2014-01-24,CSE0000072,12210428
C2698S3,700,2014-02-09,2014-02-13,CSE0000072,11712215
E9G8372,790,2014-02-12,2014-03-03,CSE0000072,11311712
S2501J4,910,2014-01-17,2014-01-22,CSE0000072,11412715
L85R920,220,2014-01-14,2014-01-22,CSE0000072,12011708
W1473B8,700,2014-02-15,2014-01-28,CSE0000072,11310829
W1473B8,320,2014-02-28,2014-02-19,CSE0000072,11210026
W05C734,840,2014-02-21,2014-02-22,CSE0000072,11810104
D7Y5182,90,2014-01-08,2014-01-08,CSE0000072,11311921
C21057Z,570,2014-01-09,2014-02-10,CSE0000072,12012309
IQ87164,290,2014-01-08,2014-01-21,CSE0000072,11312922
S92348F,630,2014-03-01,2014-01-08,CSE0000072,12111613
C2F0671,520,2014-02-10,2014-01-10,CSE0000072,12110515
S2180L4,90,2014-02-01,2014-01-13,CSE0000072,11110319
C9520Y6,10,2014-01-17,2014-01-19,CSE0000072,11911323
O032T69,960,2014-01-28,2014-02-03,CSE0000072,12011723
W49310P,670,2014-03-01,2014-02-06,CSE0000072,11612800
T1R9247,810,2014-02-24,2014-02-22,CSE0000072,12110421
S0912X5,310,2014-02-02,2014-01-23,CSE0000072,11710818
C91D367,780,2008-07-31,2008-07-25,CSE0000073,11612502
A4A8763,160,2008-08-02,2008-08-22,CSE0000073,11811307
TT21465,530,2008-07-23,2008-08-12,CSE0000073,12110129
T35X601,340,2008-08-09,2008-08-01,CSE0000073,12111324
DR28405,670,2008-07-27,2008-07-20,CSE0000073,11710522
W9718W3,150,2008-07-09,2008-08-08,CSE0000073,12110225
C741G20,580,2016-04-17,2016-04-09,CSE0000074,11512902
DB83217,70,2016-04-22,2016-05-12,CSE0000074,11810112
T67P542,530,2016-04-13,2016-04-04,CSE0000074,12211522
TT21465,760,2016-03-21,2016-05-08,CSE0000074,11312409
C96H382,460,2016-04-03,2016-05-08,CSE0000074,12211603
A08264O,930,2016-03-22,2016-04-16,CSE0000074,11610927
CY08734,230,2016-03-20,2016-05-06,CSE0000074,11512308
A273M51,950,2016-03-20,2016-04-18,CSE0000074,12211106
PY35974,800,2016-05-14,2016-04-03,CSE0000074,11611702
IZ80719,50,2016-03-22,2016-04-23,CSE0000074,11611112
BE04182,420,2010-10-07,2010-09-09,CSE0000075,12211518
R39U102,930,2010-09-05,2010-10-10,CSE0000075,11810107
S36N209,620,2010-10-13,2010-08-31,CSE0000075,11911120
C46258Y,790,2010-09-17,2010-09-18,CSE0000075,11112709
TT21465,770,2010-09-29,2010-09-20,CSE0000075,11612508
FK39705,90,2010-09-17,2010-10-28,CSE0000075,11411005
D1G4290,260,2010-09-27,2010-09-09,CSE0000075,12011018
C48967S,650,2010-09-03,2010-09-27,CSE0000075,11211116
L7P4035,500,2010-09-10,2010-08-31,CSE0000075,11312022
A4158M9,10,2010-08-30,2010-09-02,CSE0000075,12212801
S7K6834,590,2010-10-01,2010-09-03,CSE0000075,12210508
L47869Q,30,2010-09-01,2010-10-05,CSE0000075,12212801
B239N58,860,2010-09-29,2010-10-15,CSE0000075,12010806
S5291W4,640,2010-10-15,2010-10-09,CSE0000075,11911015
F1L0847,840,2010-09-09,2010-09-01,CSE0000075,11810305
SL87069,740,2010-10-23,2010-10-07,CSE0000075,11912417
VM86749,920,2010-09-23,2010-09-19,CSE0000075,12212007
CN93120,530,2010-10-23,2010-09-07,CSE0000075,11510006
A273M51,750,2010-10-15,2010-10-28,CSE0000075,11112809
M421X86,300,2016-06-13,2016-06-03,CSE0000076,11611508
H64578X,640,2009-08-19,2009-09-14,CSE0000077,12011424
C58G293,70,2009-10-06,2009-08-21,CSE0000077,11111605
S8104Z6,310,2009-10-12,2009-09-13,CSE0000077,12210427
L8930C4,720,2009-09-08,2009-08-23,CSE0000077,11611819
F24170J,720,2009-09-22,2009-09-09,CSE0000077,11911323
MC32085,880,2016-10-19,2016-09-12,CSE0000078,11510409
F76983D,610,2016-09-08,2016-09-03,CSE0000078,11112415
D50A198,530,2016-10-26,2016-10-20,CSE0000078,11612315
A794O23,590,2016-09-23,2016-10-10,CSE0000078,11911015
M0467E1,760,2016-09-27,2016-09-08,CSE0000078,12211603
S956G17,390,2016-09-06,2016-10-19,CSE0000078,11312022
C63081N,70,2005-08-26,2005-09-27,CSE0000079,11711514
T739U65,960,2005-09-05,2005-08-13,CSE0000079,11310009
TU23769,440,2005-09-08,2005-09-21,CSE0000079,12210428
S7Z8134,80,2005-09-16,2005-09-06,CSE0000079,11911323
SL87069,630,2005-08-23,2005-08-11,CSE0000079,12010313
C48967S,700,2005-09-04,2005-08-16,CSE0000079,11911112
IY01329,590,2005-09-12,2005-08-23,CSE0000079,11710128
OP18549,960,2005-09-08,2005-09-14,CSE0000079,11610600
W05C734,700,2005-09-04,2005-08-16,CSE0000079,11112003
T9T8140,950,2005-09-08,2005-09-16,CSE0000079,11610318
T035M47,850,2005-09-14,2005-10-02,CSE0000079,11411019
S6I1543,300,2005-09-21,2005-08-17,CSE0000079,11112520
S6I1543,10,2012-07-02,2012-06-04,CSE0000080,11710803
W08294X,310,2012-05-29,2012-06-08,CSE0000080,12010521
A794O23,130,2012-05-15,2012-06-25,CSE0000080,12212027
M0467E1,160,2012-05-19,2012-05-15,CSE0000080,12210508
R04W892,670,2012-06-13,2012-06-17,CSE0000080,12211603
L29837Y,850,2001-02-28,2001-03-18,CSE0000081,12210020
L47869Q,570,2001-02-27,2001-03-13,CSE0000081,11610329
T739U65,910,2003-09-01,2003-08-17,CSE0000082,11410421
A50L172,30,2003-09-07,2003-08-02,CSE0000082,11212212
C186H47,750,2003-07-22,2003-08-23,CSE0000082,11711721
C186H47,1000,2003-08-23,2003-09-01,CSE0000082,12210516
P3650F7,850,2003-07-31,2003-07-23,CSE0000082,11411917
F1L0847,290,2003-08-05,2003-07-27,CSE0000082,11611500
V6Q9754,860,2003-09-05,2003-08-22,CSE0000082,12011802
D0W8356,240,2003-08-06,2003-07-23,CSE0000082,12211417
DB83217,80,2011-04-28,2011-04-06,CSE0000083,11611112
S7843Q5,1000,2011-03-31,2011-04-03,CSE0000083,12211014
D8150P6,820,2011-04-03,2011-04-07,CSE0000083,11211323
B8E1796,370,2011-03-23,2011-03-24,CSE0000083,11710512
R81O564,930,2011-09-27,2011-10-01,CSE0000084,11212621
S15H647,920,2011-10-14,2011-08-19,CSE0000084,11611617
M79W815,720,2011-10-07,2011-10-09,CSE0000084,11710512
E4280M5,1000,2011-09-27,2011-08-19,CSE0000084,11610902
P1275R8,590,2011-09-10,2011-09-29,CSE0000084,11512522
A08264O,270,2011-09-22,2011-10-07,CSE0000084,11310020
T9508D4,320,2011-09-23,2011-10-16,CSE0000084,11111304
C96H382,370,2011-09-30,2011-09-26,CSE0000084,11410503
C1F0953,320,2011-08-29,2011-09-12,CSE0000084,11212012
G21467A,110,2011-09-08,2011-09-05,CSE0000084,11711310
S8465W1,660,2011-09-15,2011-09-18,CSE0000084,11411005
C2056I7,100,2011-09-30,2011-09-02,CSE0000084,11312409
H7143H9,890,2011-08-25,2011-08-24,CSE0000084,11310020
SY73215,380,2011-10-09,2011-09-25,CSE0000084,11110711
B56K283,650,2011-08-21,2011-10-01,CSE0000084,11912610
R5F0782,730,2011-09-06,2011-10-03,CSE0000084,11711310
C2F0671,720,2011-09-01,2011-09-28,CSE0000084,11612315
GS13927,850,2011-09-30,2011-08-18,CSE0000084,12110722
M421X86,370,2011-09-27,2011-09-10,CSE0000084,12011018
AE80564,170,2011-09-09,2011-10-01,CSE0000084,11112709
P9L0284,180,2011-09-30,2011-09-29,CSE0000084,11612426
S93N807,750,2011-09-08,2011-08-21,CSE0000084,11610606
S93N807,910,2011-09-21,2011-08-29,CSE0000084,11512522
S6I1543,910,2009-03-15,2009-03-17,CSE0000085,11310829
SR61908,570,2009-03-09,2009-04-10,CSE0000085,11211620
L8N0649,890,2009-04-03,2009-04-16,CSE0000085,11911112
B306F21,360,2009-04-01,2009-04-23,CSE0000085,11310305
N13J804,120,2009-03-08,2009-03-20,CSE0000085,11910015
L0528N6,210,2009-03-08,2009-04-21,CSE0000085,11312426
C45R631,980,2009-04-17,2009-03-24,CSE0000085,12110325
WC49732,20,2009-03-17,2009-04-27,CSE0000085,12112511
I41V392,330,2006-08-24,2006-07-21,CSE0000086,11211501
M421X86,740,2015-11-26,2015-10-08,CSE0000087,11212012
C2B7139,720,2015-10-14,2015-10-28,CSE0000087,11911015
